#,word,class,english,file name,eka done,dva done,bahu done,notes,ask for (eka),ask for (dva),ask for (bahu)
550,दर्पण,अकारान्त नपुं,mirror / mirrors,darpana,,,,,Draw: one mirror.,"Draw: exactly two mirrors, side by side.",Draw: a group of three to five mirrors.
551,शयन,अकारान्त नपुं,bed / beds,shayana,,,,,Draw: one bed.,"Draw: exactly two beds, side by side.",Draw: a group of three to five beds.
552,भाण्ड,अकारान्त नपुं,vessel / vessels,bhaanda,,,,,Draw: one vessel.,"Draw: exactly two vessels, side by side.",Draw: a group of three to five vessels.
553,यन्त्र,अकारान्त नपुं,machine / machines,yantra,,,,,Draw: one machine.,"Draw: exactly two machines, side by side.",Draw: a group of three to five machines.
554,शस्त्र,अकारान्त नपुं,weapon / weapons,shastra,,,,,Draw: one weapon.,"Draw: exactly two weapons, side by side.",Draw: a group of three to five weapons.
555,सूत्र,अकारान्त नपुं,thread / threads,suutra,,,,,Draw: one thread.,"Draw: exactly two threads, side by side.",Draw: a group of three to five threads.
556,औषध,अकारान्त नपुं,medicine / medicines,aushadha,,,,,Draw: one medicine.,"Draw: exactly two medicines, side by side.",Draw: a group of three to five medicines.
557,मौक्तिक,अकारान्त नपुं,pearl / pearls,mauktika,,,,,Draw: one pearl.,"Draw: exactly two pearls, side by side.",Draw: a group of three to five pearls.
558,सुवर्ण,अकारान्त नपुं,gold,suvarna,,n/a,n/a,uncountable: one picture only,Draw: some gold.,,
559,रजत,अकारान्त नपुं,silver,rajata,,n/a,n/a,uncountable: one picture only,Draw: some silver.,,
560,चूर्ण,अकारान्त नपुं,powder,cuurna,,n/a,n/a,uncountable: one picture only,Draw: some powder.,,
561,नाटक,अकारान्त नपुं,play / plays,naataka,,,,,Draw: one play.,"Draw: exactly two plays, side by side.",Draw: a group of three to five plays.
562,काव्य,अकारान्त नपुं,poem / poems,kaavya,,,,,Draw: one poem.,"Draw: exactly two poems, side by side.",Draw: a group of three to five poems.
563,पुराण,अकारान्त नपुं,purana / puranas,puraana,,,,,Draw: one purana.,"Draw: exactly two puranas, side by side.",Draw: a group of three to five puranas.
564,सूक्त,अकारान्त नपुं,hymn / hymns,suukta,,,,,Draw: one hymn.,"Draw: exactly two hymns, side by side.",Draw: a group of three to five hymns.
565,स्तोत्र,अकारान्त नपुं,hymn / hymns,stotra,,,,,Draw: one hymn.,"Draw: exactly two hymns, side by side.",Draw: a group of three to five hymns.
566,वाद्य,अकारान्त नपुं,instrument / instruments,vaadya,,,,,Draw: one instrument.,"Draw: exactly two instruments, side by side.",Draw: a group of three to five instruments.
567,मङ्गल,अकारान्त नपुं,auspicious rite / auspicious rites,manggala,,,,hard to picture: optional,Draw: a simple picture that suggests auspicious rite.,"Draw: exactly two auspicious rites, side by side.",Draw: a group of three to five auspicious rites.
568,आमन्त्रण,अकारान्त नपुं,invitation / invitations,aamantrana,,,,hard to picture: optional,Draw: a simple picture that suggests invitation.,"Draw: exactly two invitations, side by side.",Draw: a group of three to five invitations.
569,कुल,अकारान्त नपुं,family / families,kula,,,,hard to picture: optional,Draw: a simple picture that suggests family.,"Draw: exactly two families, side by side.",Draw: a group of three to five families.
570,दिन,अकारान्त नपुं,day / days,dina,,,,hard to picture: optional,Draw: a simple picture that suggests day.,"Draw: exactly two days, side by side.",Draw: a group of three to five days.
571,गगन,अकारान्त नपुं,sky,gagana,,n/a,n/a,uncountable: one picture only,Draw: some sky.,,
572,अन्तरिक्ष,अकारान्त नपुं,sky,antariksha,,n/a,n/a,uncountable: one picture only,Draw: some sky.,,
573,तिमिर,अकारान्त नपुं,darkness,timira,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests darkness.,,
574,उत्तर,अकारान्त नपुं,answer / answers,uttara,,,,hard to picture: optional,Draw: a simple picture that suggests answer.,"Draw: exactly two answers, side by side.",Draw: a group of three to five answers.
575,भय,अकारान्त नपुं,fear,bhaya,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests fear.,,
576,बल,अकारान्त नपुं,strength,bala,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests strength.,,
577,धैर्य,अकारान्त नपुं,courage,dhairya,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests courage.,,
578,साहस,अकारान्त नपुं,daring,saahasa,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests daring.,,
579,मौन,अकारान्त नपुं,silence,mauna,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests silence.,,
580,स्मरण,अकारान्त नपुं,memory,smarana,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests memory.,,
581,चिन्तन,अकारान्त नपुं,thinking,cintana,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests thinking.,,
582,दर्शन,अकारान्त नपुं,sight,darshana,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests sight.,,
583,श्रवण,अकारान्त नपुं,listening,shravana,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests listening.,,
584,लेखन,अकारान्त नपुं,writing,lekhana,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests writing.,,
585,पठन,अकारान्त नपुं,reading,pathana,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests reading.,,
586,गायन,अकारान्त नपुं,singing,gaayana,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests singing.,,
587,भ्रमण,अकारान्त नपुं,wandering,bhramana,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests wandering.,,
